Location,Search_Term,Search_Volume,Vet_Reported_Cases,Weather,Humidity_Index,Risk_Level
Matara,loss of appetite,2,0,hot,4,Low
Vavuniya,ticks,11,0,rainy,6,Low
Deniyaya,dog vomiting,27,5,rainy,6,High
Boralesgamuwa,dog fever,7,0,rainy,6,Low
Bandaragama,itchy skin,17,8,rainy,6,High
Balangoda,fleas,0,3,rainy,6,Low
Puttalam,kennel cough,13,11,hot,4,Medium
Mawanella,eye infection,10,2,humid,10,Medium
Hatton,loss of appetite,18,8,rainy,6,High
Weeraketiya,loss of appetite,2,4,humid,10,Low
Puttalam,fleas,3,7,rainy,6,Medium
Dehiwala,dog fever,11,2,humid,10,Medium
Kothmale,lethargy,12,8,rainy,6,Medium
Mannar,loss of appetite,8,15,humid,10,High
Kandana,lethargy,9,8,dry,2,Medium
Dambulla,loss of appetite,16,3,humid,10,Medium
Deniyaya,dog vomiting,2,4,dry,2,Low
Kegalle,eye infection,10,0,rainy,6,Low
Galewela,eye infection,12,8,dry,2,Medium
Avissawella,lethargy,10,8,dry,2,Medium
Narammala,itchy skin,19,10,humid,10,High
Kalutara,dog coughing,16,1,rainy,6,Medium
Kandy,dog coughing,23,4,humid,10,High
Jaffna,fleas,6,2,humid,10,Medium
Mirissa,kennel cough,4,5,rainy,6,Low
Moratuwa,kennel cough,4,12,humid,10,Medium
Jaffna,lethargy,9,7,rainy,6,Medium
Chilaw,dog fever,15,9,dry,2,Medium
Minuwangoda,loss of appetite,2,3,humid,10,Low
Vavuniya,fleas,29,0,dry,2,Medium
Mahiyanganaya,eye infection,17,11,humid,10,High
Nuwara Eliya,dog coughing,13,3,rainy,6,Medium
Monaragala,itchy skin,15,4,hot,4,Medium
Embilipitiya,loss of appetite,14,2,humid,10,Medium
Kothmale,ticks,18,7,rainy,6,High
Aluthgama,dog fever,16,4,rainy,6,Medium
Galgamuwa,itchy skin,7,2,hot,4,Low
Rathmalana,dog coughing,12,0,rainy,6,Medium
Batticaloa,kennel cough,15,5,hot,4,Medium
Point Pedro,lethargy,24,10,rainy,6,High
Vavuniya,dog vomiting,6,8,dry,2,Medium
Kadawatha,loss of appetite,13,6,humid,10,Medium
Embilipitiya,dog coughing,18,5,hot,4,Medium
Rathmalana,dog vomiting,14,1,rainy,6,Medium
Mullaitivu,eye infection,8,7,hot,4,Medium
Wellawaya,dog vomiting,18,4,humid,10,Medium
Kuliyapitiya,loss of appetite,3,3,humid,10,Low
Monaragala,fleas,21,5,hot,4,Medium
Rathmalana,lethargy,20,11,hot,4,High
Wattala,dog vomiting,18,1,rainy,6,Medium
Ragama,ticks,4,10,humid,10,Medium
Wattala,eye infection,15,4,dry,2,Medium
Warakapola,ticks,8,13,hot,4,Medium
Nuwara Eliya,fleas,2,10,humid,10,Medium
Kotte,kennel cough,17,2,dry,2,Medium
Ratnapura,dog fever,14,9,rainy,6,Medium
Monaragala,dog coughing,12,2,humid,10,Medium
Hikkaduwa,itchy skin,9,8,dry,2,Medium
Kegalle,eye infection,3,1,humid,10,Low
Panadura,loss of appetite,15,5,rainy,6,Medium
Colombo,dog vomiting,0,2,humid,10,Low
Mahiyanganaya,loss of appetite,5,10,dry,2,Medium
Marawila,dog fever,6,4,dry,2,Low
Mannar,ticks,1,0,dry,2,Low
Rathmalana,eye infection,7,2,humid,10,Medium
Rathmalana,loss of appetite,6,1,rainy,6,Low
Vavuniya,dog coughing,9,2,rainy,6,Medium
Wellawaya,lethargy,8,0,humid,10,Low
Badulla,lethargy,14,6,humid,10,Medium
Hanwella,dog vomiting,23,13,dry,2,High
Balangoda,kennel cough,5,2,humid,10,Low
Passara,dog vomiting,18,4,rainy,6,Medium
Kothmale,lethargy,22,8,humid,10,High
Gonapola,dog fever,12,0,humid,10,Medium
Kilinochchi,eye infection,1,8,dry,2,Low
Agunukolapelessa,kennel cough,11,7,rainy,6,Medium
Ginigathhena,ticks,11,2,humid,10,Medium
Bandaragama,loss of appetite,12,3,humid,10,Medium
Colombo,dog fever,2,0,humid,10,Low
Maskeliya,kennel cough,5,2,humid,10,Low
Wellawaya,dog fever,14,4,dry,2,Medium
Piliyandala,kennel cough,6,10,rainy,6,Medium
Hambantota,fleas,9,7,rainy,6,Medium
Katunayake,fleas,3,3,dry,2,Low
Anuradhapura,loss of appetite,2,3,dry,2,Low
Jaffna,ticks,9,3,rainy,6,Medium
Rathmalana,itchy skin,8,0,humid,10,Low
Moragahamula,dog coughing,9,8,humid,10,Medium
Point Pedro,kennel cough,19,6,humid,10,High
Maharagama,dog fever,6,6,rainy,6,Medium
Kosgama,ticks,5,6,rainy,6,Medium
Kosgama,lethargy,14,4,hot,4,Medium
Dambulla,lethargy,9,0,humid,10,Medium
Piliyandala,kennel cough,5,11,hot,4,Medium
Kandana,eye infection,12,0,dry,2,Low
Gonapola,fleas,16,0,rainy,6,Medium
Mannar,kennel cough,11,3,hot,4,Medium
Kilinochchi,dog coughing,19,3,hot,4,Medium
Mullaitivu,itchy skin,1,7,humid,10,Medium
Balangoda,fleas,2,2,dry,2,Low
Mawanella,ticks,10,4,rainy,6,Medium
Ragama,dog fever,20,6,dry,2,Medium
Warakapola,itchy skin,11,0,hot,4,Low
Matugama,dog coughing,19,4,hot,4,Medium
Boralesgamuwa,dog fever,5,6,hot,4,Medium
Nuwara Eliya,dog vomiting,17,6,humid,10,High
Badulla,itchy skin,25,7,hot,4,High
Gonapola,dog coughing,1,10,dry,2,Medium
Balangoda,itchy skin,5,5,rainy,6,Medium
Horana,itchy skin,8,9,humid,10,Medium
Kandana,itchy skin,3,6,humid,10,Medium
Agunukolapelessa,dog vomiting,2,9,humid,10,Medium
Pelmadulla,dog coughing,15,0,rainy,6,Medium
Wattala,lethargy,6,7,rainy,6,Medium
Dankotuwa,kennel cough,3,11,dry,2,Medium
Weeraketiya,eye infection,25,11,hot,4,High
Dankotuwa,eye infection,10,2,rainy,6,Medium
Wariyapola,dog fever,23,4,dry,2,Medium
Gonapola,lethargy,3,6,hot,4,Low
Agunukolapelessa,dog vomiting,10,4,rainy,6,Medium
Kadawatha,dog vomiting,14,5,humid,10,Medium
Kotte,kennel cough,3,10,rainy,6,Medium
Ragama,kennel cough,4,14,dry,2,Medium
Avissawella,fleas,20,10,rainy,6,High
Giriulla,dog fever,9,5,rainy,6,Medium
Passara,kennel cough,5,5,humid,10,Medium
Embilipitiya,dog coughing,1,8,dry,2,Low
Colombo,itchy skin,22,8,humid,10,High
Warakapola,eye infection,13,7,rainy,6,Medium
Ginigathhena,ticks,14,4,hot,4,Medium
Vavuniya,itchy skin,1,4,dry,2,Low
Kothmale,dog vomiting,21,5,dry,2,Medium
Passara,eye infection,13,4,hot,4,Medium
Narammala,itchy skin,4,4,humid,10,Medium
Monaragala,ticks,11,1,hot,4,Low
Colombo,dog coughing,14,3,rainy,6,Medium
Ginigathhena,kennel cough,9,3,rainy,6,Medium
Tissamaharama,kennel cough,16,2,hot,4,Medium
Ratnapura,kennel cough,22,2,hot,4,Medium
Ratnapura,eye infection,22,4,dry,2,Medium
Bandarawela,dog fever,15,0,rainy,6,Medium
Trincomalee,lethargy,11,0,dry,2,Low
Kilinochchi,fleas,18,1,humid,10,Medium
Hikkaduwa,kennel cough,3,3,dry,2,Low
Vavuniya,loss of appetite,15,4,rainy,6,Medium
Maskeliya,dog vomiting,2,4,humid,10,Low
Tissamaharama,ticks,6,0,rainy,6,Low
Ratnapura,lethargy,4,9,humid,10,Medium
Dambulla,dog vomiting,22,1,humid,10,Medium
Mullaitivu,dog vomiting,23,8,rainy,6,High
Kelaniya,itchy skin,12,6,humid,10,Medium
Puttalam,lethargy,8,3,humid,10,Medium
Tissamaharama,itchy skin,0,0,hot,4,Low
Wariyapola,fleas,11,10,rainy,6,Medium
Kurunegala,fleas,4,11,dry,2,Medium
Ja-Ela,dog vomiting,8,3,humid,10,Medium
Matara,fleas,8,1,rainy,6,Low
Hanwella,itchy skin,11,3,hot,4,Medium
Chilaw,dog vomiting,4,0,hot,4,Low
Kilinochchi,eye infection,13,3,humid,10,Medium
Ratnapura,loss of appetite,3,0,dry,2,Low
Mirissa,eye infection,5,8,dry,2,Medium
Horana,fleas,14,2,hot,4,Medium
Agunukolapelessa,dog vomiting,13,0,humid,10,Medium
Badulla,ticks,1,1,humid,10,Low
Kosgama,itchy skin,17,4,rainy,6,Medium
Bandarawela,lethargy,17,1,dry,2,Medium
Aluthgama,dog coughing,10,0,hot,4,Low
Ratnapura,dog coughing,19,7,rainy,6,High
Horana,lethargy,3,7,humid,10,Medium
Wellawaya,dog coughing,11,10,dry,2,Medium
Homagama,dog fever,13,3,humid,10,Medium
Elpitiya,dog vomiting,14,9,rainy,6,Medium
Matale,dog vomiting,0,5,humid,10,Low
Elpitiya,ticks,12,2,dry,2,Medium
Weligama,dog coughing,1,1,dry,2,Low
Galewela,itchy skin,10,11,hot,4,Medium
Hambantota,dog coughing,9,12,hot,4,Medium
Wellawaya,dog coughing,14,3,hot,4,Medium
Galgamuwa,lethargy,4,0,hot,4,Low
Bandaragama,itchy skin,5,5,rainy,6,Medium
Anuradhapura,ticks,21,9,hot,4,High
Point Pedro,ticks,10,4,hot,4,Medium
Embilipitiya,itchy skin,12,7,humid,10,Medium
Warakapola,fleas,12,3,dry,2,Medium
Aluthgama,eye infection,10,11,hot,4,Medium
Kandy,kennel cough,6,10,hot,4,Medium
Moragahamula,fleas,5,3,rainy,6,Low
Anuradhapura,ticks,6,5,dry,2,Low
Kataragama,dog coughing,9,6,rainy,6,Medium
Bandarawela,itchy skin,16,2,hot,4,Medium
Dankotuwa,fleas,21,0,hot,4,Medium
Deniyaya,dog coughing,7,6,hot,4,Medium
Jaffna,fleas,15,0,humid,10,Medium
Galewela,ticks,9,4,hot,4,Medium
Mannar,loss of appetite,8,0,humid,10,Low
Kandana,kennel cough,21,12,dry,2,High
Chilaw,eye infection,8,5,humid,10,Medium
Pelmadulla,eye infection,7,7,humid,10,Medium
Moragahamula,dog vomiting,9,2,humid,10,Medium
Bandaragama,eye infection,19,5,hot,4,Medium
Rathmalana,lethargy,24,4,dry,2,Medium
Matale,eye infection,9,7,hot,4,Medium
Balangoda,fleas,12,1,hot,4,Medium
Kuliyapitiya,loss of appetite,18,5,rainy,6,Medium
Ginigathhena,lethargy,12,3,humid,10,Medium
Ja-Ela,dog vomiting,9,3,humid,10,Medium
Ambalangoda,ticks,0,4,humid,10,Low
Kahawatte,lethargy,7,1,rainy,6,Low
Monaragala,loss of appetite,12,4,humid,10,Medium
Hatton,kennel cough,15,2,rainy,6,Medium
Minuwangoda,fleas,12,6,dry,2,Medium
Mawanella,lethargy,1,11,humid,10,Medium
Dambulla,eye infection,12,9,dry,2,Medium
Mannar,fleas,16,9,dry,2,Medium
Aluthgama,loss of appetite,18,5,hot,4,Medium
Polonnaruwa,dog fever,13,4,rainy,6,Medium
Mahiyanganaya,lethargy,1,8,dry,2,Low
Pelmadulla,loss of appetite,27,6,rainy,6,High
Wattala,fleas,1,8,rainy,6,Medium
Rathmalana,kennel cough,7,1,rainy,6,Low
Jaffna,fleas,8,8,hot,4,Medium
Homagama,dog vomiting,0,12,dry,2,Medium
Negombo,dog fever,14,8,hot,4,Medium
Kuliyapitiya,eye infection,1,7,rainy,6,Low
Katunayake,itchy skin,8,0,dry,2,Low
Moratuwa,fleas,8,4,humid,10,Medium
Bandarawela,itchy skin,12,7,rainy,6,Medium
Ambalangoda,loss of appetite,21,0,hot,4,Medium
Kilinochchi,dog fever,14,8,rainy,6,Medium
Aluthgama,dog vomiting,12,5,rainy,6,Medium
Giriulla,eye infection,9,4,hot,4,Medium
Elpitiya,eye infection,25,1,dry,2,Medium
Polonnaruwa,dog vomiting,17,0,rainy,6,Medium
Badulla,eye infection,6,4,dry,2,Low
Panadura,lethargy,17,8,rainy,6,High
Galgamuwa,ticks,18,7,rainy,6,High
Mahiyanganaya,itchy skin,11,3,humid,10,Medium
Kurunegala,ticks,9,3,rainy,6,Medium
Kotte,eye infection,13,0,rainy,6,Medium
Kalutara,fleas,6,10,dry,2,Medium
Moratuwa,loss of appetite,1,0,rainy,6,Low
Bandaragama,itchy skin,23,0,humid,10,Medium
Mahiyanganaya,dog coughing,11,12,rainy,6,High
Kotte,loss of appetite,8,3,rainy,6,Medium
Moratuwa,eye infection,5,6,rainy,6,Medium
Homagama,fleas,8,9,dry,2,Medium
Kotte,kennel cough,20,0,hot,4,Medium
Negombo,fleas,34,11,hot,4,High
Wattala,kennel cough,26,6,dry,2,High
Kothmale,itchy skin,20,8,dry,2,High
Moratuwa,itchy skin,17,2,dry,2,Medium
Homagama,dog fever,14,1,dry,2,Medium
Katunayake,loss of appetite,4,5,hot,4,Low
Embilipitiya,lethargy,11,1,rainy,6,Medium
Giriulla,loss of appetite,8,3,hot,4,Low
Colombo,loss of appetite,7,6,rainy,6,Medium
Matugama,fleas,5,6,rainy,6,Medium
Matara,eye infection,7,10,dry,2,Medium
Dankotuwa,dog vomiting,3,8,rainy,6,Medium
Buttala,lethargy,13,0,humid,10,Medium
Mapalana,kennel cough,4,8,rainy,6,Medium
Marawila,lethargy,12,1,humid,10,Medium
Dehiwala,kennel cough,1,1,hot,4,Low
Hikkaduwa,kennel cough,4,2,humid,10,Low
Ginigathhena,dog vomiting,2,5,hot,4,Low
Ganemulla,kennel cough,10,9,humid,10,Medium
Kandana,dog fever,3,3,rainy,6,Low
Horana,dog vomiting,19,0,humid,10,Medium
Matugama,lethargy,15,0,rainy,6,Medium
Mawanella,dog fever,19,1,humid,10,Medium
Mapalana,loss of appetite,5,16,hot,4,Medium
Galgamuwa,ticks,15,3,rainy,6,Medium
Mahiyanganaya,dog coughing,13,2,hot,4,Medium
Wattala,dog vomiting,24,4,hot,4,High
Maskeliya,eye infection,11,4,rainy,6,Medium
Avissawella,loss of appetite,0,2,rainy,6,Low
Pelmadulla,ticks,4,2,rainy,6,Low
Beruwala,dog coughing,11,5,rainy,6,Medium
Hikkaduwa,eye infection,0,6,rainy,6,Low
Beruwala,eye infection,10,1,hot,4,Low
Tissamaharama,lethargy,15,3,humid,10,Medium
Giriulla,ticks,7,7,dry,2,Medium
Mapalana,fleas,5,11,humid,10,Medium
Kalutara,kennel cough,17,9,rainy,6,High
Negombo,dog coughing,2,2,rainy,6,Low
Giriulla,itchy skin,12,1,humid,10,Medium
Jaffna,ticks,14,1,dry,2,Medium
Kurunegala,itchy skin,24,8,humid,10,High
Boralesgamuwa,itchy skin,8,1,rainy,6,Low
Middeniya,kennel cough,7,9,dry,2,Medium
Ambalangoda,dog coughing,20,6,humid,10,High
Mapalana,dog coughing,2,9,rainy,6,Medium
Ambalangoda,fleas,8,0,humid,10,Low
Horana,dog fever,4,3,rainy,6,Low
Horana,dog fever,21,16,hot,4,High
Homagama,ticks,2,12,rainy,6,Medium
Narammala,loss of appetite,16,2,humid,10,Medium
Kandy,dog fever,2,11,hot,4,Medium
Vavuniya,dog vomiting,21,8,hot,4,High
Ja-Ela,eye infection,15,2,dry,2,Medium
Maharagama,lethargy,10,0,dry,2,Low
Warakapola,itchy skin,7,1,dry,2,Low
Monaragala,lethargy,14,7,dry,2,Medium
Embilipitiya,dog vomiting,4,8,humid,10,Medium
Point Pedro,loss of appetite,3,5,dry,2,Low
Dambulla,itchy skin,19,10,humid,10,High
Piliyandala,dog vomiting,23,6,dry,2,High
Avissawella,dog vomiting,12,5,dry,2,Medium
Pelmadulla,eye infection,2,7,hot,4,Low
Kosgama,dog coughing,18,4,dry,2,Medium
Tissamaharama,itchy skin,9,6,hot,4,Medium
Horana,lethargy,9,4,hot,4,Medium
Chilaw,loss of appetite,18,7,dry,2,Medium
Boralesgamuwa,ticks,6,10,dry,2,Medium
Passara,itchy skin,14,10,hot,4,Medium
Kahawatte,eye infection,14,8,humid,10,High
Ratnapura,dog coughing,13,9,rainy,6,Medium
Avissawella,kennel cough,3,4,rainy,6,Low
Buttala,dog fever,15,10,dry,2,Medium
Jaffna,lethargy,20,10,hot,4,High
Kegalle,ticks,3,3,rainy,6,Low
Kuliyapitiya,lethargy,13,4,humid,10,Medium
Point Pedro,loss of appetite,15,0,humid,10,Medium
Avissawella,loss of appetite,10,4,dry,2,Medium
Minuwangoda,ticks,2,7,dry,2,Low
Agunukolapelessa,itchy skin,18,0,hot,4,Medium
Trincomalee,loss of appetite,18,3,humid,10,Medium
Pelmadulla,dog vomiting,25,10,rainy,6,High
Maharagama,dog vomiting,17,1,hot,4,Medium
Giriulla,kennel cough,19,7,rainy,6,High
Batticaloa,eye infection,7,9,dry,2,Medium
Kilinochchi,ticks,26,7,humid,10,High
Bandarawela,eye infection,17,6,humid,10,High
Moragahamula,dog fever,20,10,dry,2,High
Matara,eye infection,2,1,dry,2,Low
Kalawana,kennel cough,33,12,dry,2,High
Hanwella,loss of appetite,9,0,humid,10,Medium
Tissamaharama,loss of appetite,19,11,hot,4,High
Matugama,ticks,1,0,humid,10,Low
Matale,ticks,9,0,humid,10,Medium
Moratuwa,itchy skin,10,5,dry,2,Medium
Kuliyapitiya,eye infection,9,4,rainy,6,Medium
Kandana,dog coughing,8,13,dry,2,Medium
Monaragala,dog coughing,4,8,humid,10,Medium
Mullaitivu,kennel cough,18,10,dry,2,High
Wellawaya,dog coughing,8,0,hot,4,Low
Kuliyapitiya,ticks,14,11,humid,10,High
Jaffna,dog vomiting,7,7,dry,2,Medium
Polonnaruwa,dog vomiting,14,6,dry,2,Medium
Kandana,eye infection,20,8,hot,4,High
Moratuwa,kennel cough,10,5,hot,4,Medium
Vavuniya,kennel cough,4,4,rainy,6,Low
Polonnaruwa,dog coughing,2,0,dry,2,Low
Dankotuwa,kennel cough,16,0,hot,4,Medium
Anuradhapura,itchy skin,15,3,rainy,6,Medium
Negombo,lethargy,0,4,humid,10,Low
Kelaniya,dog vomiting,10,8,hot,4,Medium
Rathmalana,eye infection,4,5,hot,4,Low
Negombo,ticks,1,3,rainy,6,Low
Katunayake,dog coughing,18,6,hot,4,Medium
Kuliyapitiya,fleas,2,1,rainy,6,Low
Warakapola,fleas,2,1,dry,2,Low
Kadawatha,dog vomiting,1,13,hot,4,Medium
Aluthgama,loss of appetite,6,15,hot,4,Medium
Batticaloa,eye infection,3,5,dry,2,Low
Elpitiya,dog coughing,4,5,humid,10,Medium
Matugama,dog fever,24,2,dry,2,Medium
Kelaniya,dog fever,2,8,rainy,6,Medium
Polonnaruwa,dog coughing,8,9,dry,2,Medium
Negombo,dog coughing,20,2,dry,2,Medium
Weeraketiya,dog vomiting,1,3,humid,10,Low
Kegalle,dog coughing,23,5,dry,2,Medium
Kilinochchi,dog vomiting,2,5,hot,4,Low
Narammala,lethargy,10,7,rainy,6,Medium
Homagama,eye infection,12,0,dry,2,Low
Kuliyapitiya,itchy skin,4,3,dry,2,Low
Negombo,lethargy,9,3,rainy,6,Medium
Kegalle,dog vomiting,8,6,hot,4,Medium
Kurunegala,dog fever,1,6,dry,2,Low
Trincomalee,loss of appetite,7,0,hot,4,Low
Kosgama,ticks,18,6,rainy,6,Medium
Dankotuwa,loss of appetite,13,1,humid,10,Medium
Katunayake,dog vomiting,5,0,rainy,6,Low
Ja-Ela,dog fever,7,13,hot,4,Medium
Minuwangoda,eye infection,2,7,dry,2,Low
Kadawatha,eye infection,15,6,rainy,6,Medium
Weeraketiya,loss of appetite,8,0,humid,10,Low
Piliyandala,ticks,10,3,rainy,6,Medium
Buttala,dog coughing,12,1,humid,10,Medium
Deniyaya,dog vomiting,20,6,dry,2,Medium
Dambulla,itchy skin,13,5,humid,10,Medium
Hanwella,ticks,7,1,humid,10,Medium
Ragama,eye infection,9,2,rainy,6,Medium
Embilipitiya,fleas,22,0,humid,10,Medium
Piliyandala,ticks,5,1,rainy,6,Low
Embilipitiya,kennel cough,6,7,dry,2,Medium
Batticaloa,fleas,8,2,hot,4,Low
Kegalle,ticks,17,6,dry,2,Medium
Kuliyapitiya,itchy skin,11,4,rainy,6,Medium
Ginigathhena,dog vomiting,20,4,rainy,6,Medium
Kosgama,eye infection,11,1,dry,2,Low
Kotte,dog fever,7,0,dry,2,Low
Jaffna,dog coughing,5,8,rainy,6,Medium
Matale,dog fever,26,7,humid,10,High
Warakapola,ticks,23,2,hot,4,Medium
Maharagama,eye infection,13,9,rainy,6,Medium
Panadura,kennel cough,3,8,humid,10,Medium
Matara,kennel cough,3,1,rainy,6,Low
Chilaw,loss of appetite,3,2,dry,2,Low
Piliyandala,lethargy,8,1,humid,10,Medium
Marawila,eye infection,1,3,hot,4,Low
Kalutara,eye infection,23,1,dry,2,Medium
Kahawatte,dog fever,16,2,humid,10,Medium
Passara,dog fever,15,0,hot,4,Medium
Homagama,lethargy,16,0,humid,10,Medium
Deniyaya,kennel cough,1,1,humid,10,Low
Ragama,loss of appetite,8,0,humid,10,Low
Moratuwa,dog coughing,21,0,dry,2,Medium
Kalawana,loss of appetite,14,5,humid,10,Medium
Homagama,kennel cough,7,3,dry,2,Low
Mullaitivu,dog fever,0,2,dry,2,Low
Ragama,dog coughing,3,4,humid,10,Medium
Elpitiya,eye infection,16,2,hot,4,Medium
Mirissa,dog fever,3,4,dry,2,Low
Kalawana,dog fever,13,5,dry,2,Medium
Badulla,dog coughing,15,7,hot,4,Medium
Matugama,dog fever,1,7,hot,4,Low
Mirissa,itchy skin,7,2,hot,4,Low
Mullaitivu,lethargy,16,1,dry,2,Medium
Colombo,dog coughing,12,2,humid,10,Medium
Katunayake,fleas,21,7,dry,2,High
Hambantota,fleas,17,2,hot,4,Medium
Embilipitiya,dog coughing,12,7,rainy,6,Medium
Monaragala,itchy skin,16,8,rainy,6,Medium
Mahiyanganaya,dog vomiting,17,4,hot,4,Medium
Puttalam,fleas,21,2,hot,4,Medium
Kadawatha,dog fever,0,2,hot,4,Low
Kandana,lethargy,2,1,humid,10,Low
Kotte,ticks,21,9,hot,4,High
Matugama,loss of appetite,18,3,rainy,6,Medium
Bandaragama,dog coughing,16,3,dry,2,Medium
Moragahamula,loss of appetite,18,16,rainy,6,High
Marawila,dog vomiting,8,9,hot,4,Medium
Rathmalana,eye infection,7,0,rainy,6,Low
Dambulla,dog coughing,0,5,rainy,6,Low
Horana,itchy skin,1,1,hot,4,Low
Wellawaya,fleas,11,0,dry,2,Low
Kosgama,kennel cough,11,9,dry,2,Medium
Rathmalana,ticks,16,4,hot,4,Medium
Panadura,lethargy,12,0,humid,10,Medium
Hambantota,dog vomiting,3,5,dry,2,Low
Balangoda,dog fever,0,1,hot,4,Low
Bandarawela,eye infection,13,2,humid,10,Medium
Mullaitivu,dog coughing,18,3,dry,2,Medium
Pelmadulla,loss of appetite,13,2,hot,4,Medium
Giriulla,itchy skin,16,8,hot,4,Medium
Ragama,dog vomiting,14,4,hot,4,Medium
Weligama,dog fever,8,7,humid,10,Medium
Jaffna,fleas,12,2,hot,4,Medium
Balangoda,dog coughing,2,3,hot,4,Low
Piliyandala,itchy skin,8,13,dry,2,Medium
Dehiwala,loss of appetite,16,8,hot,4,Medium
Polonnaruwa,ticks,5,4,humid,10,Medium
Hambantota,itchy skin,18,5,hot,4,Medium
Dehiwala,fleas,3,1,hot,4,Low
Kalawana,dog vomiting,18,4,humid,10,Medium
Narammala,dog fever,25,0,hot,4,Medium
Kandy,loss of appetite,7,11,hot,4,Medium
Kadawatha,dog coughing,13,8,humid,10,High
Balangoda,itchy skin,4,13,dry,2,Medium
Panadura,eye infection,4,9,hot,4,Medium
Mawanella,fleas,6,7,humid,10,Medium
Monaragala,dog vomiting,11,3,hot,4,Medium
Hambantota,loss of appetite,16,10,dry,2,Medium
Balangoda,kennel cough,20,5,humid,10,High
Matugama,ticks,13,12,dry,2,Medium
Moratuwa,lethargy,6,2,dry,2,Low
Passara,lethargy,17,0,dry,2,Medium
Moratuwa,eye infection,4,0,dry,2,Low
Nuwara Eliya,ticks,1,1,dry,2,Low
Passara,loss of appetite,13,8,humid,10,High
Weeraketiya,loss of appetite,17,10,dry,2,High
Kothmale,lethargy,0,7,dry,2,Low
Weeraketiya,dog coughing,1,15,dry,2,Medium
Kalutara,dog coughing,16,0,hot,4,Medium
Matara,ticks,16,9,dry,2,Medium
Rathmalana,kennel cough,2,7,humid,10,Medium
Puttalam,itchy skin,13,14,hot,4,High
Bandaragama,eye infection,8,2,humid,10,Medium
Seeduwa,dog fever,3,10,dry,2,Medium
Mawanella,itchy skin,12,7,rainy,6,Medium
Polonnaruwa,ticks,3,7,hot,4,Low
Wellawaya,kennel cough,1,2,humid,10,Low
Hanwella,dog fever,10,1,humid,10,Medium
Dankotuwa,dog coughing,15,0,hot,4,Medium
Hambantota,dog coughing,1,10,hot,4,Medium
Kahawatte,loss of appetite,8,11,humid,10,Medium
Hanwella,dog fever,2,0,humid,10,Low
Badulla,eye infection,12,6,humid,10,Medium
Buttala,dog vomiting,2,1,dry,2,Low
Ganemulla,dog fever,6,9,dry,2,Medium
Anuradhapura,fleas,9,17,dry,2,High
Weligama,kennel cough,1,9,hot,4,Medium
Puttalam,ticks,3,0,dry,2,Low
Kilinochchi,loss of appetite,15,6,humid,10,Medium
Trincomalee,lethargy,5,15,humid,10,High
Galle,eye infection,7,3,hot,4,Low
Marawila,lethargy,2,0,rainy,6,Low
Hikkaduwa,dog coughing,14,4,dry,2,Medium
Kosgama,itchy skin,7,0,humid,10,Low
Piliyandala,dog vomiting,2,6,humid,10,Medium
Ganemulla,lethargy,9,3,dry,2,Low
Kandy,dog vomiting,5,7,humid,10,Medium
Negombo,dog vomiting,22,3,hot,4,Medium
Pelmadulla,itchy skin,8,0,humid,10,Low
Narammala,lethargy,15,1,humid,10,Medium
Vavuniya,fleas,15,8,dry,2,Medium
Gonapola,loss of appetite,6,7,rainy,6,Medium
Buttala,lethargy,24,8,dry,2,High
Mawanella,dog fever,7,3,rainy,6,Low
Matugama,itchy skin,17,4,hot,4,Medium
Hambantota,ticks,21,9,dry,2,High
Matugama,kennel cough,1,5,hot,4,Low
Anuradhapura,kennel cough,0,8,dry,2,Low
Matara,fleas,13,6,hot,4,Medium
Kalutara,lethargy,12,0,rainy,6,Medium
Piliyandala,dog vomiting,15,3,dry,2,Medium
Moratuwa,loss of appetite,12,9,humid,10,High
Nuwara Eliya,eye infection,2,8,rainy,6,Medium
Rathmalana,fleas,15,1,humid,10,Medium
Kotte,loss of appetite,2,0,rainy,6,Low
Elpitiya,kennel cough,4,4,hot,4,Low
Panadura,fleas,0,6,rainy,6,Low
Kahawatte,dog coughing,10,0,rainy,6,Low
Minuwangoda,dog fever,20,2,rainy,6,Medium
Panadura,ticks,0,1,dry,2,Low
Moratuwa,kennel cough,0,2,rainy,6,Low
Weeraketiya,loss of appetite,4,1,humid,10,Low
Kelaniya,itchy skin,11,7,humid,10,Medium
Colombo,dog coughing,11,1,humid,10,Medium
Agunukolapelessa,ticks,8,11,hot,4,Medium
Moragahamula,itchy skin,18,11,hot,4,High
Anuradhapura,lethargy,14,7,dry,2,Medium
Gampaha,dog coughing,14,2,humid,10,Medium
Galgamuwa,dog fever,7,12,rainy,6,Medium
Ginigathhena,fleas,14,3,rainy,6,Medium
Pelmadulla,kennel cough,12,8,hot,4,Medium
Balangoda,eye infection,0,2,dry,2,Low
Haputale,ticks,26,6,humid,10,High
Kosgama,dog vomiting,10,0,rainy,6,Low
Kurunegala,loss of appetite,6,7,dry,2,Medium
Kegalle,fleas,14,7,hot,4,Medium
Maskeliya,dog fever,11,9,hot,4,Medium
Ragama,dog coughing,24,1,hot,4,Medium
Narammala,fleas,6,6,rainy,6,Medium
Kalutara,ticks,13,10,hot,4,Medium
Kalawana,fleas,10,2,dry,2,Low
Maskeliya,loss of appetite,16,8,rainy,6,Medium
Ragama,dog fever,3,0,humid,10,Low
Puttalam,dog vomiting,6,8,humid,10,Medium
