Pet_ID,Species,Breed,Age_Years,Weight_kg,Gender,Activity_Level,Medical_Condition,Ideal_Weight_kg,Calorie_Requirement_kcal,Protein_%,Fat_%,Carbs_%,Daily_Meal_Portion_g,Meals_Per_Day,Portion_Per_Meal_g,Adaptivity_Index
837e6d95-e0a0-4dc4-8214-3ff103f8046f,Cat,Persian Cat,9.3,3.3,Female,Moderate,None,3.6,239.9,34.5,21.8,43.7,68.5,3,22.8,0.57
48e3f1d2-d546-465d-958e-99ad290f38ae,Dog,Poodle,5.7,22.6,Female,Moderate,Obesity,24.7,863.4,35.2,19.9,44.9,246.7,3,82.2,0.35
9efe5b1f-58a7-4de8-bbdf-684ee8229c7a,Dog,British Shorthair,4.8,15.9,Male,High,None,17.1,891.8,26.2,12.3,61.5,254.8,4,63.7,0.73
518f04e0-1d19-44e3-b68b-07d0a58e78dd,Dog,German Shepherd,11.2,19.2,Female,Moderate,None,17.9,898.9,26.4,24.1,49.5,256.8,3,85.6,0.57
444df609-7841-4c89-807f-851261293001,Dog,Beagle,2.0,32.6,Male,Low,Allergies,33.7,1146.0,31.7,18.3,50.0,327.4,2,163.7,0.54
4450b2b0-446e-4fb9-aaa6-c4f7455976a6,Dog,Golden Retriever,1.8,26.0,Male,High,Joint Issues,26.4,1289.6,36.8,23.0,40.2,368.5,4,92.1,0.31
7276b905-4c5b-4b87-bcf2-dd68e059c881,Cat,Siamese Cat,6.1,6.5,Male,High,Joint Issues,6.2,455.9,38.6,24.7,36.7,130.3,4,32.6,0.64
6b93cbe6-11e6-44e8-8a58-6d79e2cd307a,Dog,German Shepherd,10.4,18.4,Male,Low,Diabetes,17.8,671.6,29.5,17.4,53.1,191.9,2,96.0,0.34
477e4d69-e3eb-4fd4-bb4b-10870228f3c6,Cat,Siamese Cat,4.5,6.1,Female,Moderate,None,6.0,380.4,30.4,24.2,45.4,108.7,3,36.2,0.73
6a2ad5e3-de22-4b40-bf90-211b39cce462,Dog,Maine Coon,9.1,8.7,Male,Moderate,None,8.0,496.4,27.0,10.1,62.9,141.8,3,47.3,0.54
b3402262-469d-46dd-bc79-65040df9e95b,Dog,British Shorthair,6.0,25.5,Female,Moderate,Diabetes,26.1,1000.9,31.5,22.4,46.1,286.0,3,95.3,0.69
f46ef894-b1ce-408b-957b-2c5e3f10aa81,Dog,British Shorthair,2.5,31.4,Female,High,Obesity,29.2,1262.8,32.2,12.7,55.1,360.8,4,90.2,0.54
3ac5691f-96b7-496f-a957-4450572f4a66,Cat,Persian Cat,4.7,1.7,Female,High,Obesity,1.7,141.7,29.9,14.2,55.9,40.5,4,10.1,0.77
8d280b26-8a6f-4546-8f78-762270ede66c,Cat,Persian Cat,2.2,3.7,Male,High,Joint Issues,3.6,298.8,27.7,21.5,50.8,85.4,4,21.4,0.32
33c35ae7-2a3d-4884-9e7b-78992b16aaaf,Dog,Maine Coon,14.2,25.5,Male,Moderate,Diabetes,23.6,1000.9,37.5,11.0,51.5,286.0,3,95.3,0.81
453ac04a-0e10-4ee7-b86d-0a9cbacb0566,Cat,Siamese Cat,10.3,7.0,Male,High,Diabetes,6.7,433.8,28.6,19.9,51.5,123.9,4,31.0,0.73
58f0fe5d-01fe-43d2-94bd-7a051a4ecbf9,Cat,Siamese Cat,1.6,3.8,Female,High,Allergies,3.9,304.8,33.0,23.9,43.1,87.1,4,21.8,0.82
887e5c14-ca09-4534-9244-721b3df8be25,Cat,Siamese Cat,8.4,6.1,Female,High,Joint Issues,6.1,434.7,33.9,23.7,42.4,124.2,4,31.1,0.37
3c06791b-59d1-4ff1-a096-573a1654dc49,Dog,Poodle,10.0,39.4,Female,Low,Joint Issues,38.7,1321.0,25.7,24.8,49.5,377.4,2,188.7,0.71
a065afc6-1640-4409-bdb1-b38bfa9c0a8a,Cat,Siamese Cat,14.5,6.2,Female,Moderate,None,6.6,385.1,25.2,13.9,60.9,110.0,3,36.7,0.61
11e86862-7783-45a8-aee6-6a01922f03fe,Dog,Ragdoll,8.6,23.0,Male,Moderate,Diabetes,25.1,926.3,30.9,21.6,47.5,264.7,3,88.2,0.65
1b50c294-4b76-4985-986d-dbc2d9c03a78,Dog,Ragdoll,2.7,28.7,Male,Moderate,None,31.2,1215.2,29.4,23.8,46.8,347.2,3,115.7,0.35
2e8d6728-5a93-423e-a36a-cf753f8aa75c,Dog,German Shepherd,5.6,19.0,Female,Moderate,Obesity,17.8,758.1,32.8,15.2,52.0,216.6,3,72.2,0.36
f923c8da-c556-4ce1-8db4-6327187262ef,Dog,Maine Coon,5.1,25.9,Female,Low,None,26.3,964.4,25.3,15.1,59.6,275.5,2,137.8,0.37
03c5ae9d-9f69-4963-928c-49cc22a09083,Dog,German Shepherd,14.0,23.4,Male,High,Obesity,25.0,1012.9,33.3,15.0,51.7,289.4,4,72.3,0.56
5fd72587-7c92-4ad3-bf1e-7202b78b5326,Dog,Maine Coon,3.9,28.4,Female,High,Obesity,26.7,1171.2,27.8,19.9,52.3,334.6,4,83.7,0.54
dd38878a-a7c1-4ca0-be77-667b1ac778f4,Dog,British Shorthair,13.3,20.9,Female,High,Allergies,19.5,1094.8,30.8,20.6,48.6,312.8,4,78.2,0.42
199b2159-542a-4a5c-be54-1040bb507e50,Dog,Bulldog,8.9,28.9,Male,Moderate,Diabetes,29.9,1099.4,28.0,11.7,60.3,314.1,3,104.7,0.7
89e02be9-9db7-4acf-be81-666429053f67,Dog,Maine Coon,8.2,20.8,Female,High,Allergies,20.9,1090.9,34.2,18.8,47.0,311.7,4,77.9,0.51
9e880be1-37db-45c4-a16d-dc6d9757bd3a,Dog,Maine Coon,9.5,33.7,Female,High,Joint Issues,33.0,1566.5,26.3,12.0,61.7,447.6,4,111.9,0.37
ab975497-3082-4936-b039-4bdc02561054,Dog,Beagle,2.2,21.7,Female,High,Obesity,23.1,957.2,32.7,16.3,51.0,273.5,4,68.4,0.38
5a8f29ec-ff62-44f5-a35a-974c6ee9f92c,Cat,Siamese Cat,6.6,1.0,Female,High,Joint Issues,1.0,112.0,35.4,19.7,44.9,32.0,4,8.0,0.9
016f3962-9b58-4359-b498-37b66a921b57,Dog,Ragdoll,2.9,14.9,Female,Low,Obesity,14.3,541.5,29.7,16.8,53.5,154.7,2,77.3,0.33
ac960e71-7a14-4fdc-9731-ce1f81109da2,Cat,Persian Cat,14.3,5.0,Female,Low,Obesity,4.7,238.7,37.2,24.5,38.3,68.2,2,34.1,0.6
db341c57-526a-48cf-89e4-e4bc3f0cb772,Dog,Maine Coon,6.4,41.8,Female,Moderate,Allergies,45.1,1611.0,32.3,11.2,56.5,460.3,3,153.4,0.32
7630f42f-8f64-48db-8549-4da334df8586,Dog,Poodle,4.7,33.3,Female,Low,Joint Issues,36.0,1164.4,29.3,21.7,49.0,332.7,2,166.3,0.64
338db8f9-522b-4cf5-b324-b86665c9abed,Dog,Maine Coon,8.5,2.9,Male,High,None,3.0,248.9,29.0,18.1,52.9,71.1,4,17.8,0.89
d17c544a-678a-488e-856e-3b9b7dc96ee6,Dog,Ragdoll,12.4,10.2,Male,High,Allergies,9.5,639.2,33.2,24.8,42.0,182.6,4,45.6,0.36
709a71ff-d8db-4aa5-aeb9-aa5a751ebb9f,Dog,Poodle,4.8,36.4,Male,Moderate,Diabetes,38.5,1307.1,30.2,22.3,47.5,373.5,3,124.5,0.56
1116a0e2-6f72-458f-aa2a-414b7609dccd,Dog,Bulldog,11.7,31.3,Male,Low,Joint Issues,33.8,1111.6,35.3,22.9,41.8,317.6,2,158.8,0.67
3eff2b38-5633-4464-a0ab-56d2fd7a2bd1,Cat,Siamese Cat,2.9,9.5,Male,Low,Obesity,10.0,386.4,37.1,18.6,44.3,110.4,2,55.2,0.62
73656ef5-1201-4828-aaba-f0b9d26e94bb,Dog,British Shorthair,8.3,20.4,Female,High,Diabetes,19.4,967.6,29.3,14.0,56.7,276.5,4,69.1,0.81
348789ab-3c7d-43c0-8a6a-04e8b1adfff1,Dog,Bulldog,2.5,16.5,Female,Low,Diabetes,17.3,618.9,38.0,11.9,50.1,176.8,2,88.4,0.82
0ff50559-48c9-4a87-9b81-fe12310faebe,Dog,Poodle,2.6,25.7,Female,Low,Allergies,27.0,958.8,32.3,18.7,49.0,273.9,2,136.9,0.46
714e44a5-2c20-4135-93be-d2d409dde328,Cat,Siamese Cat,5.9,4.0,Male,High,None,4.3,316.8,31.0,21.2,47.8,90.5,4,22.6,0.72
53115c6b-b084-4a57-9dfc-3fbd1b318074,Cat,Persian Cat,7.1,7.1,Female,Moderate,Joint Issues,6.5,426.3,25.0,21.6,53.4,121.8,3,40.6,0.74
33dbd29d-8fbb-4b81-81f4-7c5fbe275c78,Dog,Maine Coon,9.7,19.9,Female,Low,Joint Issues,21.3,791.4,31.0,24.5,44.5,226.1,2,113.0,0.79
7a09aa99-40ee-492b-b8ed-3957e82e1ea4,Dog,Maine Coon,4.4,22.3,Female,Moderate,Joint Issues,23.6,1005.7,33.7,18.5,47.8,287.3,3,95.8,0.59
94772086-f7eb-4d15-a04e-d1ff1da0044e,Cat,Persian Cat,13.5,3.0,Male,Low,None,2.8,191.5,34.4,22.6,43.0,54.7,2,27.4,0.31
e758764d-ad07-45cf-8b18-5e38a871ab3d,Dog,German Shepherd,6.9,32.6,Male,Moderate,Obesity,34.0,1136.5,39.9,23.6,36.5,324.7,3,108.2,0.83
7287d640-e43c-47cb-81a3-32b5ade9173a,Dog,Beagle,2.8,15.8,Female,Low,Diabetes,16.2,599.1,28.8,15.6,55.6,171.2,2,85.6,0.84
6aa8db1b-c507-466a-a0ae-3649ddc96719,Dog,German Shepherd,1.3,29.1,Female,High,Obesity,27.7,1192.8,31.4,11.4,57.2,340.8,4,85.2,0.36
432787a8-561e-4f35-b030-8b2dbc98b9e9,Dog,Poodle,7.4,43.8,Male,High,Obesity,42.4,1620.8,32.8,16.7,50.5,463.1,4,115.8,0.3
14e1aa61-c386-41f8-85f0-b1a317d4a9c6,Cat,Persian Cat,12.3,1.4,Female,High,Obesity,1.4,122.5,32.2,13.4,54.4,35.0,4,8.8,0.35
48082f4d-ce99-4760-8c07-b3fa441b00d5,Dog,Bulldog,2.0,40.0,Female,Moderate,Obesity,43.6,1324.9,30.7,22.2,47.1,378.5,3,126.2,0.82
9c8d70d5-306d-4110-9132-cc65e230e8a7,Dog,German Shepherd,1.5,27.8,Male,High,Obesity,27.8,1152.6,31.6,20.8,47.6,329.3,4,82.3,0.68
ee3ec6d3-9695-4207-b245-2f351f3ac44a,Dog,German Shepherd,13.8,13.7,Female,Low,None,14.0,598.2,38.4,12.1,49.5,170.9,2,85.5,0.37
a8b841d8-c210-4d83-a65e-908ede26d01c,Cat,Siamese Cat,5.6,5.2,Female,Moderate,Obesity,5.4,286.8,28.7,19.7,51.6,81.9,3,27.3,0.45
357b9667-2286-4643-b408-2ae7dfb962da,Dog,British Shorthair,9.2,32.3,Female,High,None,35.0,1517.5,37.7,19.9,42.4,433.6,4,108.4,0.48
50ef3b92-f64a-4f4b-9c9d-22c5b8b43b5a,Dog,Ragdoll,9.3,17.1,Male,High,Allergies,17.4,941.8,29.4,10.8,59.8,269.1,4,67.3,0.84
f5cba9f4-b727-4f37-9aa4-2383b8575be3,Dog,Poodle,7.7,29.7,Male,Low,Allergies,30.3,1068.7,34.6,11.1,54.3,305.3,2,152.7,0.83
3c505439-c68b-48fe-96a5-4361aca43c9c,Dog,Golden Retriever,14.8,40.9,Female,Low,Allergies,44.5,1358.5,37.9,18.5,43.6,388.1,2,194.1,0.52
834369e7-32e4-40e7-a405-4a4a4060d8aa,Dog,German Shepherd,11.6,19.9,Male,Low,Joint Issues,21.6,791.4,26.0,13.9,60.1,226.1,2,113.0,0.32
e454408c-e36d-4ca8-945c-d1e43a1ea6d0,Dog,Golden Retriever,14.3,15.1,Female,High,Diabetes,16.6,772.1,34.4,17.5,48.1,220.6,4,55.1,0.55
00322942-5d18-4f9b-beff-5eb7fb95805c,Cat,Siamese Cat,1.7,4.7,Male,Moderate,None,5.0,312.8,29.6,17.7,52.7,89.4,3,29.8,0.42
5a734f5b-8820-43af-805b-60619e6b46c8,Dog,German Shepherd,8.3,25.6,Female,High,None,26.1,1274.7,29.7,16.6,53.7,364.2,4,91.0,0.87
2040645b-470d-4f37-9486-e78d2b79005f,Dog,Poodle,1.3,35.9,Male,Moderate,None,35.2,1437.3,31.8,19.1,49.1,410.7,3,136.9,0.49
510e15a6-7962-41fa-84bb-473fe2d680db,Dog,German Shepherd,2.2,23.4,Male,High,None,24.8,1191.6,27.5,24.3,48.2,340.5,4,85.1,0.61
cbdfb048-92f4-4f7d-bc85-2afef128a7f8,Dog,Beagle,2.9,20.7,Male,High,Diabetes,18.6,978.2,36.0,11.8,52.2,279.5,4,69.9,0.84
d185c069-332d-4244-bee9-aefc41fc6492,Cat,Persian Cat,12.2,3.0,Female,High,None,3.0,255.3,28.9,24.6,46.5,72.9,4,18.2,0.68
1fa09279-bd1c-44b4-8881-780c50fb84fd,Dog,Maine Coon,7.1,8.5,Female,Low,Allergies,9.2,418.2,37.9,12.5,49.6,119.5,2,59.8,0.39
18a9a900-fbc3-4321-8390-c93747d7b2ee,Dog,Bulldog,13.5,12.1,Male,Low,Joint Issues,12.7,545.0,25.0,22.9,52.1,155.7,2,77.8,0.31
4890ae38-6e19-4e6f-9894-7a6224a592bf,Dog,Golden Retriever,7.3,12.0,Female,Low,Obesity,11.9,460.3,39.0,22.9,38.1,131.5,2,65.8,0.63
ab16b961-e4e8-49b4-9018-76bd7fd97a1e,Cat,Siamese Cat,3.8,4.5,Male,Moderate,Diabetes,4.2,272.5,29.1,11.2,59.7,77.9,3,26.0,0.52
b7d84dcc-b64b-4276-8f7f-1974101725b8,Dog,Ragdoll,10.3,10.0,Male,Low,Obesity,9.4,401.5,37.1,24.7,38.2,114.7,2,57.4,0.87
4ecdd07c-1272-4d1c-bd80-150d2d4f8f52,Dog,Bulldog,13.2,2.0,Female,Moderate,Diabetes,2.2,148.3,26.3,16.9,56.8,42.4,3,14.1,0.52
e340a386-3efa-4d05-9c15-8a2a5b9cd660,Dog,Beagle,8.7,24.5,Female,High,Joint Issues,23.8,1233.4,28.6,15.5,55.9,352.4,4,88.1,0.88
d4f37c11-1912-4e80-a3f6-da9394b9ab2a,Dog,Poodle,11.1,43.5,Male,Low,None,39.3,1422.8,39.0,10.4,50.6,406.5,2,203.2,0.62
4a870cef-4540-4b7e-8f4b-f7fb91f2f87e,Dog,Golden Retriever,14.3,36.3,Male,High,Allergies,37.5,1656.3,37.7,20.9,41.4,473.2,4,118.3,0.36
c6ad1c6e-8bc4-4518-9083-37fc4e269f30,Dog,Ragdoll,14.8,22.3,Female,Moderate,None,20.5,1005.7,39.6,12.1,48.3,287.3,3,95.8,0.47
ee5e2679-2c3b-4d0f-8746-ee899ef9e53d,Dog,Golden Retriever,13.9,13.9,Female,High,Diabetes,15.3,725.6,31.9,21.2,46.9,207.3,4,51.8,0.65
e17e6b08-0351-4e54-8230-6fd8f72755d6,Dog,Ragdoll,2.4,50.7,Female,Low,Joint Issues,46.3,1596.0,33.5,16.5,50.0,456.0,2,228.0,0.88
ed53b407-11bf-4458-aae9-08fab1f2c732,Dog,Poodle,4.7,25.6,Female,Moderate,Diabetes,26.9,1003.8,29.8,14.1,56.1,286.8,3,95.6,0.34
7a5bcea0-26f1-4173-a786-2c6b46cf0d76,Dog,Poodle,2.5,27.0,Male,Low,None,25.4,995.0,27.5,17.0,55.5,284.3,2,142.2,0.54
9a99feea-11cf-4836-92db-350157eb8f1f,Dog,Ragdoll,5.7,23.6,Male,Moderate,Diabetes,22.1,944.4,32.0,22.8,45.2,269.8,3,89.9,0.35
5b0217c9-9751-416f-bfd8-55624e23e3f1,Dog,Beagle,12.5,24.7,Male,Low,Diabetes,25.0,837.6,27.2,20.7,52.1,239.3,2,119.7,0.88
87786e84-107c-41be-9e27-f46be7fd4b91,Cat,Siamese Cat,7.9,3.9,Female,Moderate,Obesity,3.6,231.2,25.5,16.1,58.4,66.1,3,22.0,0.57
760b312d-85ba-4a04-9fff-581272cc2129,Dog,Ragdoll,4.1,22.5,Female,Low,Obesity,22.6,737.6,26.8,10.9,62.3,210.7,2,105.3,0.77
ce3aab6b-208b-4476-b008-ec9c1054e5d7,Dog,Poodle,2.4,40.0,Female,Moderate,None,39.5,1558.7,33.7,13.9,52.4,445.3,3,148.4,0.79
ae4617d3-79bc-4b3c-9cbf-9f292e08e44b,Dog,Golden Retriever,15.0,37.5,Male,High,Allergies,34.9,1697.2,37.1,11.4,51.5,484.9,4,121.2,0.81
e3592c08-7759-43c1-a2fe-f501edfd9914,Cat,Persian Cat,2.3,1.0,Female,Low,Obesity,0.9,71.4,38.9,16.5,44.6,20.4,2,10.2,0.73
9b007f05-6816-4c30-9a7e-d7599f2675c3,Dog,Maine Coon,0.9,10.9,Female,Low,Diabetes,11.2,453.5,28.2,12.8,59.0,129.6,2,64.8,0.47
375784f1-f0b9-4bce-97ce-4d71254199fc,Dog,German Shepherd,1.0,17.2,Male,High,Diabetes,16.9,851.3,32.5,23.2,44.3,243.2,4,60.8,0.59
1d3c4cd1-09c9-474f-b14f-771c5ffdca98,Dog,Bulldog,4.6,34.4,Male,Moderate,Obesity,31.1,1183.2,34.6,22.0,43.4,338.1,3,112.7,0.45
12056f68-d97d-400d-a675-5947c54f2ac5,Dog,Ragdoll,12.0,37.7,Female,High,Diabetes,35.6,1533.6,32.2,21.7,46.1,438.2,4,109.5,0.51
810cce4c-d319-4fdb-a613-20df46abca48,Dog,British Shorthair,7.8,32.2,Female,Moderate,Obesity,29.1,1126.0,25.4,19.0,55.6,321.7,3,107.2,0.32
9863229f-4c74-42cf-97bd-f4da1df9dc92,Dog,Beagle,1.3,13.7,Female,High,Diabetes,12.6,717.8,36.5,25.0,38.5,205.1,4,51.3,0.88
9714ccfb-0b91-4934-bfec-3031b1a4dd6a,Dog,Bulldog,4.1,19.8,Male,Moderate,Joint Issues,20.4,919.9,37.2,23.8,39.0,262.8,3,87.6,0.33
f432267e-2136-40f5-b47c-982db26bbdf5,Dog,Poodle,8.8,29.9,Female,Moderate,Obesity,28.3,1065.1,27.6,18.9,53.5,304.3,3,101.4,0.78
44cc39c2-974d-4ee3-a890-fb98e2fa2133,Cat,Persian Cat,13.8,4.5,Male,High,Diabetes,4.7,311.4,39.2,18.5,42.3,89.0,4,22.2,0.64
bc7801fb-588e-48aa-8940-36df7d588fd2,Dog,Poodle,12.6,21.3,Female,High,Diabetes,22.8,999.4,27.6,10.6,61.8,285.5,4,71.4,0.33
9aae5c8b-4ea8-40dc-83c8-2f3f920ec539,Dog,British Shorthair,3.7,21.4,Female,Low,Diabetes,22.1,752.2,38.8,13.0,48.2,214.9,2,107.5,0.38
fe0f797e-51f5-44f3-af88-8012e014675c,Dog,German Shepherd,13.8,36.6,Female,Low,None,34.4,1249.9,27.2,20.6,52.2,357.1,2,178.6,0.38
cca3afb8-d792-4efe-99da-482d57134820,Dog,Bulldog,12.8,30.9,Female,Low,Diabetes,27.9,990.8,35.6,19.9,44.5,283.1,2,141.6,0.65
d9cb6ccf-b14c-4a1d-9056-d93a7dc152b3,Cat,Persian Cat,4.9,4.4,Male,Low,Allergies,4.0,255.2,36.9,24.4,38.7,72.9,2,36.5,0.69
f5bb87c1-3cbf-4968-ba0f-d25f4b863958,Dog,German Shepherd,10.8,28.3,Female,Low,Joint Issues,27.9,1030.7,37.2,15.7,47.1,294.5,2,147.2,0.74
85a1f67f-14aa-4e66-9b8a-a9c290e584cc,Dog,Beagle,2.3,12.5,Male,High,Joint Issues,13.5,744.6,30.9,24.9,44.2,212.7,4,53.2,0.88
f34caa81-636f-4987-a9b9-c34f7b06611c,Dog,Golden Retriever,3.1,19.8,Female,High,Obesity,18.8,893.6,34.6,11.6,53.8,255.3,4,63.8,0.6
4791addc-fdfa-4130-a832-b63e01ebc137,Cat,Persian Cat,11.3,7.1,Male,Moderate,Diabetes,6.9,383.6,27.5,23.3,49.2,109.6,3,36.5,0.35
55dae9f8-b0c9-4085-b98d-d0d84994fbd9,Cat,Persian Cat,7.0,1.9,Female,Low,Obesity,1.9,115.5,35.4,15.3,49.3,33.0,2,16.5,0.77
d73c342a-a9ee-4a4d-8687-9e69b76eb787,Dog,Golden Retriever,1.2,31.1,Female,High,Allergies,30.5,1475.0,39.5,23.3,37.2,421.4,4,105.3,0.6
7b22e722-75f4-4008-95ad-ac6352274629,Cat,Siamese Cat,5.6,1.0,Female,Low,Allergies,1.0,84.0,36.8,18.7,44.5,24.0,2,12.0,0.75
9275be1e-3061-4349-af12-fce92fe208db,Dog,Poodle,2.9,42.0,Male,Low,Diabetes,45.8,1247.3,25.3,13.9,60.8,356.4,2,178.2,0.36
cfea8aef-be80-4b4c-83f8-f4536186e0a6,Cat,Persian Cat,3.0,3.9,Female,Low,None,4.2,233.1,33.2,23.5,43.3,66.6,2,33.3,0.36
cdf17a28-45e9-4ab1-b001-c9f607619651,Dog,British Shorthair,14.8,29.0,Female,High,None,28.9,1399.6,31.5,19.8,48.7,399.9,4,100.0,0.66
65075353-2667-4fed-980b-31730227c3b6,Cat,Siamese Cat,2.8,5.2,Male,Moderate,Obesity,5.1,286.8,39.6,16.1,44.3,81.9,3,27.3,0.63
135994b0-4954-4974-82ce-180443cdf963,Dog,Ragdoll,4.3,26.5,Female,Moderate,Obesity,24.0,972.9,26.4,15.9,57.7,278.0,3,92.7,0.63
26fbe1c1-6995-449e-83c7-c4dc4e1ebad3,Dog,Maine Coon,2.7,28.1,Female,Low,Allergies,28.9,1025.2,26.3,22.4,51.3,292.9,2,146.4,0.68
57c7c8fb-9ac7-4166-a156-ce0ae4976499,Dog,Maine Coon,3.4,7.9,Male,Low,Obesity,7.5,336.4,34.6,24.7,40.7,96.1,2,48.0,0.58
3d53e3ed-2649-49de-975c-7646f2e48670,Dog,Bulldog,5.0,26.7,Female,Moderate,Allergies,29.3,1151.1,38.4,14.0,47.6,328.9,3,109.6,0.69
6523f718-6e43-4cfd-862c-8f3b1211d31d,Cat,Siamese Cat,3.2,4.6,Female,Moderate,Obesity,4.6,261.6,31.7,13.9,54.4,74.7,3,24.9,0.58
6fefbb12-cfef-41a7-bdc7-07927d418d06,Dog,Poodle,12.6,19.6,Male,Low,None,17.7,782.5,26.3,15.2,58.5,223.6,2,111.8,0.62
b1eba270-b44f-4ee5-8b49-253317b6f734,Dog,British Shorthair,3.8,17.2,Male,Moderate,Joint Issues,18.6,827.7,31.3,18.0,50.7,236.5,3,78.8,0.82
f68bdf83-f303-4594-b4ba-f2fdbec8aeb2,Dog,Maine Coon,8.8,27.0,Male,Moderate,Diabetes,25.8,1044.7,26.2,23.5,50.3,298.5,3,99.5,0.73
0ead0548-b506-47d5-ba05-f6fe147ff362,Dog,Ragdoll,8.8,15.2,Male,Low,Allergies,15.4,646.6,27.6,24.8,47.6,184.7,2,92.3,0.88
0f244442-3366-4ab8-8bd6-c87322591a1c,Dog,Poodle,2.3,35.3,Female,Low,Allergies,33.2,1216.5,28.0,22.3,49.7,347.6,2,173.8,0.39
c4df35ae-e56d-48dc-a8d1-83817c3e2c62,Dog,British Shorthair,4.2,29.7,Male,Low,Allergies,26.8,1068.7,33.3,18.3,48.4,305.3,2,152.7,0.81
7026b693-c50c-4545-8858-294ea5c892ab,Dog,Ragdoll,7.1,27.6,Male,High,Joint Issues,28.2,1348.7,33.8,21.7,44.5,385.3,4,96.3,0.37
2a78d2cf-2183-48a0-93a7-b1fbe7479dff,Dog,German Shepherd,2.6,34.8,Male,Low,Joint Issues,35.9,1203.5,36.7,21.8,41.5,343.9,2,171.9,0.82
3e6151d9-83ab-46b3-a74e-d48496817f12,Cat,Persian Cat,13.2,1.3,Female,Moderate,Allergies,1.3,119.3,33.6,17.1,49.3,34.1,3,11.4,0.4
9130dbe6-0c12-4180-ae15-a0a76618fb5d,Cat,Siamese Cat,2.6,2.4,Female,Low,Allergies,2.2,162.0,38.3,15.0,46.7,46.3,2,23.1,0.44
e1ffa091-177c-4d7c-8c11-1db06f6bfeab,Dog,Maine Coon,13.9,30.2,Female,Low,Diabetes,27.7,973.9,37.3,14.5,48.2,278.3,2,139.2,0.47
e1575bd2-0cf8-4861-a753-0b56bbc71b7d,Dog,Maine Coon,12.9,17.7,Male,Low,Obesity,18.1,616.1,29.5,21.2,49.3,176.0,2,88.0,0.76
17305359-17ff-42eb-97df-e15c5c0819f8,Cat,Persian Cat,4.4,3.8,Female,High,None,3.6,304.8,27.8,13.2,59.0,87.1,4,21.8,0.79
7741b20c-fe0a-49a9-9228-871ee27e7944,Dog,Maine Coon,11.5,10.9,Female,Low,Joint Issues,10.6,503.9,36.9,11.0,52.1,144.0,2,72.0,0.73
b1db17d4-2258-482d-94b0-5539eae18d5a,Cat,Siamese Cat,2.5,3.0,Male,Low,Obesity,3.0,162.8,38.1,13.0,48.9,46.5,2,23.2,0.33
3b876451-90b7-4486-afcf-cae36fa968b9,Dog,Golden Retriever,7.1,35.5,Female,High,Obesity,35.3,1384.5,29.1,22.4,48.5,395.6,4,98.9,0.6
68ac3f4f-1643-4b6e-89fe-6f46f8a79825,Dog,Bulldog,10.4,29.9,Male,Moderate,Allergies,31.3,1253.1,33.9,12.7,53.4,358.0,3,119.3,0.82
e600c2f8-f0c6-49be-bb4a-b2eaa07f1149,Dog,British Shorthair,8.5,26.8,Female,Low,Diabetes,25.3,890.5,36.2,20.3,43.5,254.4,2,127.2,0.47
b4e8b1e4-45ee-4cdf-a857-b559d762f574,Cat,Siamese Cat,1.2,3.8,Male,Low,Obesity,3.8,194.3,35.2,14.0,50.8,55.5,2,27.8,0.55
55ff0885-ea3c-47a9-8f5d-46188db931f7,Dog,Golden Retriever,13.0,26.2,Male,Moderate,Obesity,26.7,964.7,34.7,19.0,46.3,275.6,3,91.9,0.31
eee83647-9249-466d-b81d-e8d98e414c20,Dog,Beagle,9.3,36.5,Female,High,Diabetes,33.6,1496.9,31.4,15.6,53.0,427.7,4,106.9,0.51
89dc2f25-dcf3-4e4c-9f4a-8b6ea80c17ac,Dog,Beagle,3.7,18.0,Female,High,Joint Issues,16.5,978.8,37.4,16.0,46.6,279.7,4,69.9,0.36
ec247f34-0c42-4354-bc9b-1b126758b3f1,Dog,Ragdoll,15.0,24.7,Female,High,Joint Issues,25.6,1240.9,34.1,14.5,51.4,354.5,4,88.6,0.36
1bf417cc-c5a3-46a1-8603-c7a2985b6ca5,Dog,Bulldog,5.4,42.7,Female,High,Diabetes,42.1,1683.8,37.9,13.9,48.2,481.1,4,120.3,0.73
a7564946-37d7-4d11-b4d6-4bfbddf1aa3e,Dog,Beagle,3.2,32.1,Male,Low,Joint Issues,34.0,1132.8,31.1,14.8,54.1,323.7,2,161.8,0.38
fd0f08dc-d2f6-4d2f-9cf8-98f0c550552e,Dog,Golden Retriever,10.0,19.4,Female,Moderate,Allergies,20.2,905.9,31.1,21.1,47.8,258.8,3,86.3,0.65
ed9fdead-e2a3-4abf-9c18-e4a34b369098,Dog,British Shorthair,12.3,31.2,Female,High,Obesity,30.3,1256.8,35.3,19.6,45.1,359.1,4,89.8,0.59
f5232f7c-6476-460f-a0e8-b877f0d01745,Cat,Persian Cat,7.9,1.9,Male,High,Joint Issues,1.7,181.3,27.7,11.5,60.8,51.8,4,12.9,0.38
ca9ba354-c8a9-4629-b957-838e45cca2be,Dog,Beagle,11.0,24.3,Male,High,Diabetes,22.8,1103.2,34.8,13.3,51.9,315.2,4,78.8,0.43
00c03215-338c-421b-8b66-2b121fb78fa0,Dog,Beagle,6.6,31.2,Female,Moderate,Diabetes,31.5,1164.4,33.8,17.0,49.2,332.7,3,110.9,0.37
